,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,profit,release_year,genres,director,roi_domestic,roi_foreign,roi_worldwide
1306,2016-04-22,Compadres 2016,3000000,3127773,7445044,4317271,4445044,2016,"Action,Comedy,Crime",Enrique Begné,4.2591,43.90903333333333,148.16813333333334
1308,2014-09-19,Tusk 2014,3000000,1821983,1887554,65571,-1112446,2014,"Comedy,Drama,Horror",Kevin Smith,-39.26723333333334,-97.8143,-37.08153333333333
1309,2017-05-12,The Wall 2017,3000000,1803064,4495262,2692198,1495262,2017,"Action,Drama,Thriller",Doug Liman,-39.897866666666665,-10.260066666666667,49.84206666666667
1312,2011-05-06,Hobo with a Shotgun 2011,3000000,703372,834953,131581,-2165047,2011,"Action,Comedy,Horror",Jason Eisener,-76.55426666666668,-95.61396666666667,-72.16823333333333
1313,2015-05-08,The D Train 2015,3000000,669688,772366,102678,-2227634,2015,"Comedy,Drama","Andrew Mogel, Jarrad Paul",-77.67706666666668,-96.5774,-74.25446666666666
1314,2012-09-07,Bachelorette 2012,3000000,446770,12577401,12130631,9577401,2012,"Comedy,Romance",Leslye Headland,-85.10766666666667,304.3543666666667,319.24670000000003
1315,2011-09-09,Creature 2011,3000000,331000,331000,0,-2669000,2011,Horror,Fred Andrews,-88.96666666666667,-100.0,-88.96666666666667
1316,2016-12-09,The Bounce Back 2016,3000000,321910,421404,99494,-2578596,2016,"Comedy,Romance",Youssef Delara,-89.26966666666667,-96.68353333333334,-85.9532
1317,2012-03-02,Tim and Eric's Billion Dollar Movie 2012,3000000,201436,223652,22216,-2776348,2012,Comedy,"Eric Wareheim, Tim Heidecker",-93.28546666666668,-99.25946666666667,-92.54493333333333
1318,2014-06-27,They Came Together 2014,3000000,0,82780,82780,-2917220,2014,"Comedy,Romance",David Wain,-100.0,-97.24066666666667,-97.24066666666667
1319,2013-05-21,Open Road 2013,3000000,0,47469,47469,-2952531,2013,"Action,Drama,Thriller",Marcio Garcia,-100.0,-98.4177,-98.4177
1321,2015-12-31,AWOL-72 2015,3000000,0,0,0,-3000000,2015,"Action,Thriller",Christian Sesma,-100.0,-100.0,-100.0
1322,2015-12-31,Unnatural 2015,3000000,0,0,0,-3000000,2015,"Action,Horror,Sci-Fi",Hank Braxtan,-100.0,-100.0,-100.0
1323,2015-12-11,Close Range 2015,3000000,0,0,0,-3000000,2015,"Action,Crime",Isaac Florentine,-100.0,-100.0,-100.0
1325,2018-10-26,Indivisible 2018,2700000,3511417,3588305,76888,888305,2018,"Drama,War",David G. Evans,30.05248148148148,-97.1522962962963,32.90018518518519
1326,2015-12-31,Sardaar Ji 2015,2700000,0,8200000,8200000,5500000,2015,"Comedy,Fantasy,Horror",Rohit Jugraj,-100.0,203.70370370370372,203.70370370370372
1327,2013-01-11,A Haunted House 2013,2500000,40041683,59922558,19880875,57422558,2013,"Comedy,Fantasy",Michael Tiddes,1501.66732,695.235,2296.9023199999997
1328,2013-07-03,Kevin Hart: Let Me Explain 2013,2500000,32244051,32327255,83204,29827255,2013,"Comedy,Documentary","Tim Story, Leslie Small",1189.7620399999998,-96.67184,1193.0901999999999
1329,2013-08-02,The Spectacular Now 2013,2500000,6852971,6916951,63980,4416951,2013,"Comedy,Drama,Romance",James Ponsoldt,174.11884,-97.44080000000001,176.67804
1330,2016-06-24,Hunt for the Wilderpeople 2016,2500000,5205471,23845533,18640062,21345533,2016,"Adventure,Comedy,Drama",Taika Waititi,108.21884,645.60248,853.8213199999999
1331,2012-08-17,Robot & Frank 2012,2500000,3317468,4934356,1616888,2434356,2012,"Comedy,Crime,Drama",Jake Schreier,32.698719999999994,-35.32448,97.37424
1332,2013-03-01,The Lost Medallion: The Adventures of Billy Stone 2013,2500000,549632,549632,0,-1950368,2013,"Adventure,Family,Fantasy",Bill Muir,-78.01472000000001,-100.0,-78.01472000000001
1334,2013-08-16,Underdogs 2013,2500000,35017,1392649,1357632,-1107351,2013,"Adventure,Animation,Family",Juan José Campanella,-98.59932,-45.69472,-44.29404
1337,2015-07-03,Stung 2015,2500000,0,0,0,-2500000,2015,"Action,Adventure,Comedy",Benni Diez,-100.0,-100.0,-100.0
1338,2016-09-02,Antibirth 2016,2500000,0,0,0,-2500000,2016,Horror,Danny Perez,-100.0,-100.0,-100.0
1339,2014-11-14,Always Woodstock 2014,2400000,0,0,0,-2400000,2014,"Comedy,Music,Romance",Rita Merson,-100.0,-100.0,-100.0
1340,2015-03-20,Do You Believe? 2015,2300000,12985600,14304931,1319331,12004931,2015,Drama,Jon Gunn,464.5913043478261,-42.63778260869565,521.9535217391305
1341,2014-09-05,Frontera 2014,2300000,59696,59696,0,-2240304,2014,"Drama,Thriller,Western",Michael Berry,-97.40452173913043,-100.0,-97.40452173913043
1342,2016-01-19,Eden 2016,2300000,0,0,0,-2300000,2016,Drama,Robbie Walsh,-100.0,-100.0,-100.0
1343,2015-10-06,The Timber 2015,2100000,0,0,0,-2100000,2015,"Action,Adventure,Drama",Anthony O'Brien,-100.0,-100.0,-100.0
1344,2011-09-30,Courageous 2011,2000000,34522221,35185884,663663,33185884,2011,Drama,Alex Kendrick,1626.11105,-66.81685,1659.2942
1345,2018-07-13,Eighth Grade 2018,2000000,13539710,14341016,801306,12341016,2018,"Comedy,Drama",Bo Burnham,576.9855,-59.9347,617.0508
1347,2014-10-10,Meet the Mormons 2014,2000000,6047363,6049171,1808,4049171,2014,Documentary,Blair Treu,202.36814999999999,-99.9096,202.45855
1348,2017-10-06,The Florida Project 2017,2000000,5904366,11295324,5390958,9295324,2017,Drama,Sean Baker,195.2183,169.5479,464.7662
1349,2017-08-25,All Saints 2017,2000000,5802208,5941994,139786,3941994,2017,Drama,Steve Gomer,190.1104,-93.0107,197.0997
1351,2015-08-28,We Are Your Friends 2015,2000000,3591417,10153415,6561998,8153415,2015,"Drama,Music,Romance",Max Joseph,79.57085000000001,228.0999,407.67075000000006
1352,2015-09-18,Captive 2015,2000000,2583301,2791973,208672,791973,2015,"Action,Crime,Drama",Jerry Jameson,29.165049999999997,-89.5664,39.59865
1353,2018-06-08,Hearts Beat Loud 2018,2000000,2386254,2420962,34708,420962,2018,"Comedy,Drama,Music",Brett Haley,19.3127,-98.2646,21.0481
1354,2015-08-07,The Diary of a Teenage Girl 2015,2000000,1477002,2279959,802957,279959,2015,"Comedy,Drama,Romance",Marielle Heller,-26.1499,-59.85215,13.997950000000001
1355,2014-11-28,The Babadook 2014,2000000,950792,7482387,6531595,5482387,2014,"Drama,Horror",Jennifer Kent,-52.46039999999999,226.57975000000002,274.11935
1357,2014-09-19,Pump 2014,2000000,72277,72277,0,-1927723,2014,Documentary,"Rebecca Harrell Tickell, Joshua Tickell",-96.38615,-100.0,-96.38615
1358,2015-10-09,Knock Knock 2015,2000000,36336,6328516,6292180,4328516,2015,"Drama,Thriller",Eli Roth,-98.1832,214.609,216.42579999999998
1359,2012-10-19,The First Time 2012,2000000,17061,17061,0,-1982939,2012,"Comedy,Drama,Romance",Jonathan Kasdan,-99.14695,-100.0,-99.14695
1361,2013-09-13,Plush 2013,2000000,3080,28864,25784,-1971136,2013,"Drama,Music,Thriller",Catherine Hardwicke,-99.846,-98.71079999999999,-98.5568
1362,2012-10-26,The Ghastly Love of Johnny X 2012,2000000,2436,2436,0,-1997564,2012,"Comedy,Fantasy,Musical",Paul Bunnell,-99.87819999999999,-100.0,-99.87819999999999
1363,2011-09-09,Grave Encounters 2011,2000000,0,2151887,2151887,151887,2011,Horror,"Colin Minihan, Stuart Ortiz, The Vicious Brothers",-100.0,7.5943499999999995,7.5943499999999995
1364,2015-10-23,Bone Tomahawk 2015,2000000,0,475846,475846,-1524154,2015,"Adventure,Drama,Horror",S. Craig Zahler,-100.0,-76.2077,-76.2077
1365,2013-03-19,Straight A's 2013,2000000,0,0,0,-2000000,2013,"Comedy,Drama",James Cox,-100.0,-100.0,-100.0
1366,2012-12-31,Highway 2012,2000000,0,0,0,-2000000,2012,Comedy,Coke Daniels,-100.0,-100.0,-100.0
1368,2013-07-09,Coffee Town 2013,2000000,0,0,0,-2000000,2013,Comedy,Brad Copeland,-100.0,-100.0,-100.0
1369,2014-12-31,Lucky Dog 2014,2000000,0,0,0,-2000000,2014,Family,Michael Feifer,-100.0,-100.0,-100.0
1370,2015-03-20,The Walking Deceased 2015,2000000,0,0,0,-2000000,2015,"Comedy,Horror",Scott Dow,-100.0,-100.0,-100.0
1371,2011-12-31,True Bromance 2011,2000000,0,0,0,-2000000,2011,Comedy,Sebastian Doggart,-100.0,-100.0,-100.0
1372,2015-08-21,The Curse of Downers Grove 2015,2000000,0,0,0,-2000000,2015,"Drama,Horror,Mystery",Derick Martini,-100.0,-100.0,-100.0
1373,2015-12-31,Wind Walkers 2015,2000000,0,0,0,-2000000,2015,"Action,Horror,Thriller",Russell Friedenberg,-100.0,-100.0,-100.0
1374,2016-07-08,The Dog Lover 2016,2000000,0,0,0,-2000000,2016,Drama,Alex Ranarivelo,-100.0,-100.0,-100.0
1375,2015-12-01,Shark Lake 2015,2000000,0,0,0,-2000000,2015,"Action,Adventure,Crime",Jerry Dugan,-100.0,-100.0,-100.0
1377,2015-04-24,Brotherly Love 2015,1900000,478595,478595,0,-1421405,2015,Drama,Jamal Hill,-74.81078947368421,-100.0,-74.81078947368421
1379,2013-02-08,ABCD (Any Body Can Dance) 2013,1900000,222098,10137234,9915136,8237234,2013,"Drama,Music",Remo D'Souza,-88.31063157894738,421.84926315789477,433.53863157894733
1380,2013-07-26,Stranded 2013,1900000,0,285593,285593,-1614407,2013,"Horror,Sci-Fi",Roger Christian,-100.0,-84.96878947368421,-84.96878947368421
1381,2015-12-31,Vaalu 2015,1900000,0,12444,12444,-1887556,2015,"Comedy,Romance",Vijay Chandar,-100.0,-99.34505263157895,-99.34505263157895
1383,2012-06-27,Beasts of the Southern Wild 2012,1800000,12795746,23265132,10469386,21465132,2012,"Adventure,Drama,Fantasy",Benh Zeitlin,610.8747777777777,481.63255555555554,1192.5073333333335
1384,2011-08-23,Higher Ground 2011,1800000,841056,842693,1637,-957307,2011,Drama,Vera Farmiga,-53.27466666666667,-99.90905555555555,-53.183722222222215
1385,2012-02-03,Dysfunctional Friends 2012,1800000,0,0,0,-1800000,2012,"Comedy,Drama",Corey Grant,-100.0,-100.0,-100.0
1386,2013-12-31,Independence Daysaster 2013,1800000,0,0,0,-1800000,2013,"Action,Adventure,Sci-Fi",W.D. Hogan,-100.0,-100.0,-100.0
1388,2013-10-04,Grace Unplugged 2013,1700000,2507159,2507159,0,807159,2013,"Drama,Music",Brad J. Silverman,47.47994117647059,-100.0,47.47994117647059
1390,2014-09-26,Two Night Stand 2014,1600000,15600,868081,852481,-731919,2014,"Comedy,Romance",Max Nichols,-99.02499999999999,-46.7199375,-45.7449375
1391,2016-10-21,Moonlight 2016,1500000,27854931,65245512,37390581,63745512,2016,Drama,Barry Jenkins,1756.9954,2392.7054,4249.7008000000005
1392,2018-03-23,Unsane 2018,1500000,7690044,14244931,6554887,12744931,2018,"Drama,Horror,Mystery",Steven Soderbergh,412.6696,336.99246666666664,849.6620666666666
1393,2013-07-26,The To Do List 2013,1500000,3491669,4128828,637159,2628828,2013,"Comedy,Romance",Maggie Carey,132.77793333333335,-57.522733333333335,175.2552
1394,2016-10-21,31 2016,1500000,779820,922727,142907,-577273,2016,"Horror,Thriller",Rob Zombie,-48.012,-90.47286666666666,-38.48486666666667
1395,2013-10-25,The Square 2013,1500000,124244,176262,52018,-1323738,2013,"Documentary,Drama,History",Jehane Noujaim,-91.71706666666667,-96.53213333333333,-88.2492
1397,2015-03-06,Road Hard 2015,1500000,113169,113169,0,-1386831,2015,Comedy,"Adam Carolla, Kevin Hench",-92.4554,-100.0,-92.4554
1398,2014-10-17,Housebound 2014,1500000,0,236863,236863,-1263137,2014,"Comedy,Horror,Mystery",Gerard Johnstone,-100.0,-84.20913333333333,-84.20913333333333
1399,2018-07-20,Teefa in Trouble 2018,1500000,0,98806,98806,-1401194,2018,"Action,Comedy,Crime",Ahsan Rahim,-100.0,-93.41293333333334,-93.41293333333334
1400,2014-04-17,Closer to the Moon 2014,1500000,0,5396,5396,-1494604,2014,"Comedy,Crime,Drama",Nae Caranfil,-100.0,-99.64026666666666,-99.64026666666666
1401,2011-06-03,The Lion of Judah 2011,1500000,0,0,0,-1500000,2011,Animation,"Deryck Broom, Roger Hawkins",-100.0,-100.0,-100.0
1402,2015-11-20,#Horror 2015,1500000,0,0,0,-1500000,2015,"Crime,Drama,Horror",Tara Subkoff,-100.0,-100.0,-100.0
1403,2015-09-08,Checkmate 2015,1500000,0,0,0,-1500000,2015,"Action,Crime,Thriller",Timothy Woodward Jr.,-100.0,-100.0,-100.0
1404,2015-11-20,Mustang 2015,1400000,845464,5552584,4707120,4152584,2015,Drama,Deniz Gamze Ergüven,-39.60971428571429,236.22285714285715,296.61314285714286
1406,2014-12-31,House at the End of the Drive 2014,1400000,0,0,0,-1400000,2014,"Horror,Thriller",David Worth,-100.0,-100.0,-100.0
1407,2014-10-17,Dear White People 2014,1250000,4404154,5403771,999617,4153771,2014,"Comedy,Drama,Romance",Justin Simien,252.33232,-20.03064,332.30168
1408,2013-04-19,Home Run 2013,1200000,2859955,2859955,0,1659955,2013,"Drama,Sport",David Boyd,138.32958333333335,-100.0,138.32958333333335
1409,2012-04-13,Blue Like Jazz 2012,1200000,595018,595018,0,-604982,2012,"Comedy,Drama",Steve Taylor,-50.415166666666664,-100.0,-50.415166666666664
1410,2012-09-07,Crowsnest 2012,1200000,0,0,0,-1200000,2012,"Horror,Mystery,Thriller",Brenton Spencer,-100.0,-100.0,-100.0
1411,2012-09-14,Airborne 2012,1200000,0,0,0,-1200000,2012,"Comedy,Crime,Horror",Dominic Burns,-100.0,-100.0,-100.0
1412,2015-02-03,Bleeding Hearts 2015,1200000,0,0,0,-1200000,2015,Horror,Dylan Bank,-100.0,-100.0,-100.0
1413,2014-11-21,The Sleepwalker 2014,1100000,2636,2636,0,-1097364,2014,Drama,Mona Fastvold,-99.76036363636364,-100.0,-99.76036363636364
1415,2013-12-31,The Vatican Exorcisms 2013,1100000,0,0,0,-1100000,2013,Horror,Joe Marino,-100.0,-100.0,-100.0
1416,2012-01-06,The Devil Inside 2012,1000000,53262945,101759490,48496545,100759490,2012,Horror,William Brent Bell,5226.2945,4749.6545,10075.949
1417,2012-05-25,Chernobyl Diaries 2012,1000000,18119640,42411721,24292081,41411721,2012,"Horror,Mystery,Thriller",Bradley Parker,1711.964,2329.2081,4141.1721
1419,2018-07-20,Unfriended: Dark Web 2018,1000000,8866745,16434588,7567843,15434588,2018,"Crime,Horror,Mystery",Stephen Susco,786.6745,656.7843,1543.4587999999999
1420,2012-10-19,The Sessions 2012,1000000,6002451,11495204,5492753,10495204,2012,"Biography,Comedy,Drama",Ben Lewin,500.2451,449.2753,1049.5203999999999
1421,2014-09-12,The Skeleton Twins 2014,1000000,5284309,5797192,512883,4797192,2014,"Comedy,Drama,Romance",Craig Johnson,428.43090000000007,-48.7117,479.7192
1422,2014-06-06,Obvious Child 2014,1000000,3122616,3324070,201454,2324070,2014,"Comedy,Drama,Romance",Gillian Robespierre,212.2616,-79.8546,232.40699999999998
1423,2011-10-21,Martha Marcy May Marlene 2011,1000000,2981038,5438911,2457873,4438911,2011,"Drama,Mystery,Thriller",Sean Durkin,198.1038,145.7873,443.8911
1424,2017-08-18,Patti Cake$ 2017,1000000,800148,1471090,670942,471090,2017,"Drama,Music",Geremy Jasper,-19.9852,-32.9058,47.109
1425,2011-07-29,The Future 2011,1000000,568662,1239174,670512,239174,2011,"Drama,Fantasy,Romance",Miranda July,-43.1338,-32.9488,23.9174
1426,2014-10-24,23 Blast 2014,1000000,549185,549185,0,-450815,2014,"Drama,Family,Sport",Dylan Baker,-45.081500000000005,-100.0,-45.081500000000005
1427,2014-07-18,I Origins 2014,1000000,336472,852399,515927,-147601,2014,"Drama,Romance,Sci-Fi",Mike Cahill,-66.3528,-48.4073,-14.760100000000001
1428,2012-06-01,Hardflip 2012,1000000,96734,96734,0,-903266,2012,"Action,Drama",Johnny Remo,-90.3266,-100.0,-90.3266
1429,2014-10-17,Camp X-Ray 2014,1000000,9837,101053,91216,-898947,2014,"Drama,War",Peter Sattler,-99.0163,-90.8784,-89.8947
1430,2013-12-31,Heli 2013,1000000,0,552614,552614,-447386,2013,"Crime,Drama,Romance",Amat Escalante,-100.0,-44.7386,-44.7386
1431,2015-12-31,Karachi se Lahore 2015,1000000,0,17721,17721,-982279,2015,"Adventure,Comedy,Family",Wajahat Rauf,-100.0,-98.2279,-98.2279
1432,2015-12-11,American Hero 2015,1000000,0,26,26,-999974,2015,"Action,Comedy,Drama",Nick Love,-100.0,-99.9974,-99.9974
1433,2012-03-20,Snow White: A Deadly Summer 2012,1000000,0,0,0,-1000000,2012,Horror,David DeCoteau,-100.0,-100.0,-100.0
1434,2012-10-09,Truth or Die 2012,1000000,0,0,0,-1000000,2012,"Horror,Mystery",Robert Heath,-100.0,-100.0,-100.0
1435,2014-01-07,Hidden Away 2014,1000000,0,0,0,-1000000,2014,"Drama,Romance",Mikel Rueda,-100.0,-100.0,-100.0
1436,2013-10-08,Zombie Hunter 2013,1000000,0,0,0,-1000000,2013,"Action,Comedy,Horror",K. King,-100.0,-100.0,-100.0
1437,2014-12-31,Doc Holliday's Revenge 2014,1000000,0,0,0,-1000000,2014,Western,David DeCoteau,-100.0,-100.0,-100.0
1438,2014-06-24,A Fine Step 2014,1000000,0,0,0,-1000000,2014,Drama,Jonathan Meyers,-100.0,-100.0,-100.0
1439,2014-12-31,Bang Bang Baby 2014,1000000,0,0,0,-1000000,2014,"Drama,Fantasy,Musical",Jeffrey St. Jules,-100.0,-100.0,-100.0
1440,2016-04-08,Hush 2016,1000000,0,0,0,-1000000,2016,"Horror,Thriller",Mike Flanagan,-100.0,-100.0,-100.0
1442,2016-12-31,Chemical Cut 2016,1000000,0,0,0,-1000000,2016,Drama,Marjorie Conrad,-100.0,-100.0,-100.0
1443,2014-11-21,Food Chains 2014,913000,0,176,176,-912824,2014,Documentary,Sanjay Rawal,-100.0,-99.98072289156626,-99.98072289156626
1444,2013-07-12,Fruitvale Station 2013,900000,16098998,17549645,1450647,16649645,2013,"Biography,Drama,Romance",Ryan Coogler,1688.7775555555556,61.183,1849.9605555555554
1445,2016-04-01,Meet the Blacks 2016,900000,9097072,9097072,0,8197072,2016,"Comedy,Horror",Deon Taylor,910.7857777777778,-100.0,910.7857777777778
1446,2011-08-26,Circumstance 2011,900000,454121,958978,504857,58978,2011,Drama,Maryam Keshavarz,-49.54211111111111,-43.904777777777774,6.553111111111111
1447,2012-04-27,The Giant Mechanical Man 2012,900000,7396,7396,0,-892604,2012,"Comedy,Drama,Romance",Lee Kirk,-99.17822222222222,-100.0,-99.17822222222222
1448,2014-12-31,40 Weeks 2014,900000,0,0,0,-900000,2014,Documentary,Christopher Henze,-100.0,-100.0,-100.0
1449,2015-08-28,Windsor Drive 2015,850000,3256,3256,0,-846744,2015,"Mystery,Thriller",Natalie Bible',-99.61694117647059,-100.0,-99.61694117647059
1450,2014-09-19,Not Cool 2014,800000,35688,35688,0,-764312,2014,"Comedy,Drama,Romance",Shane Dawson,-95.539,-100.0,-95.539
1451,2011-09-09,Kevin Hart: Laugh at My Pain 2011,750000,7706436,7712436,6000,6962436,2011,"Comedy,Documentary","Tim Story, Leslie Small",927.5247999999999,-99.2,928.3248000000001
1452,2012-06-08,Safety Not Guaranteed 2012,750000,4010957,4422318,411361,3672318,2012,"Comedy,Drama,Romance",Colin Trevorrow,434.79426666666666,-45.15186666666667,489.64239999999995
1453,2014-12-31,Destiny 2014,750000,0,450,450,-749550,2014,"Adventure,Comedy,Family",Eddie Nilsson,-100.0,-99.94,-99.94
1455,2017-08-04,Columbus 2017,700000,1017107,1110511,93404,410511,2017,Drama,Kogonada,45.301,-86.65657142857143,58.64442857142858
1456,2015-03-13,Walter 2015,700000,0,0,0,-700000,2015,"Comedy,Drama",Anna Mastro,-100.0,-100.0,-100.0
1457,2013-10-11,Escape from Tomorrow 2013,650000,171962,171962,0,-478038,2013,"Drama,Fantasy,Horror",Randy Moore,-73.5443076923077,-100.0,-73.5443076923077
1458,2012-12-31,After 2012,650000,0,0,0,-650000,2012,"Drama,Fantasy,Mystery",Ryan Smith,-100.0,-100.0,-100.0
1460,2014-12-31,The Hadza: Last of the First 2014,650000,0,0,0,-650000,2014,Documentary,Bill Benenson,-100.0,-100.0,-100.0
1461,2013-12-31,Treachery 2013,625000,0,0,0,-625000,2013,"Drama,Thriller",Travis Romero,-100.0,-100.0,-100.0
1462,2015-05-22,Drunk Wedding 2015,600000,3301,3301,0,-596699,2015,Comedy,Nick Weiss,-99.44983333333333,-100.0,-99.44983333333333
1463,2014-12-31,Light from the Darkroom 2014,600000,0,0,0,-600000,2014,"Action,Drama,Thriller",Lance McDaniel,-100.0,-100.0,-100.0
1464,2015-02-24,Irreplaceable 2015,600000,0,0,0,-600000,2015,Drama,Susan Fetzer,-100.0,-100.0,-100.0
1465,2011-07-29,The Harvest/La Cosecha 2011,560000,3709,3709,0,-556291,2011,Documentary,U. Roberto Romano,-99.33767857142857,-100.0,-99.33767857142857
1466,2015-12-31,Julija in alfa Romeo 2015,560000,0,8462,8462,-551538,2015,Comedy,Blaz Zavrsnik,-100.0,-98.48892857142857,-98.48892857142857
1467,2011-07-08,Sholem Aleichem: Laughing in the Darkness 2011,500000,1131261,1131261,0,631261,2011,Documentary,Joseph Dorman,126.25219999999999,-100.0,126.25219999999999
1468,2013-08-23,Drinking Buddies 2013,500000,343706,407100,63394,-92900,2013,"Comedy,Drama,Romance",Joe Swanberg,-31.258799999999997,-87.3212,-18.58
1470,2012-09-28,The Other Dream Team 2012,500000,134109,314444,180335,-185556,2012,"Documentary,Sport",Marius A. Markevicius,-73.1782,-63.93299999999999,-37.1112
