,title,release_year,average_rating,runtime_minutes,genres,studio,total_gross_mil,domestic_gross,foreign_gross,total_gross
2902,T2: Trainspotting,2017,,,,TriS,41.7,"$2,400,000","$39,300,000","$41,700,000"
2903,Fist Fight,2017,5.6,91.0,Comedy,WB (NL),41.1,"$32,200,000","$8,900,000","$41,100,000"
2904,Diary Of A Wimpy Kid: The Long Haul,2017,4.4,91.0,"Comedy,Family",Fox,40.1,"$20,700,000","$19,400,000","$40,100,000"
2905,The House,2017,5.6,88.0,"Comedy,Crime",WB (NL),34.2,"$25,600,000","$8,600,000","$34,200,000"
2906,Tad The Lost Explorer And The Secret Of King Midas,2017,,,,ParC,34.2059,"$5,900","$34,200,000","$34,205,900"
2907,Wind River,2017,7.7,107.0,"Crime,Drama,Mystery",Wein.,33.8,"$33,800,000",$0,"$33,800,000"
2908,Sleepless,2017,5.6,95.0,"Action,Crime,Thriller",ORF,32.9,"$20,800,000","$12,100,000","$32,900,000"
2909,Sleepless,2017,,,"Drama,War",ORF,32.9,"$20,800,000","$12,100,000","$32,900,000"
2910,Kidnap ,2017,,,,Aviron,31.0,"$31,000,000",$0,"$31,000,000"
2911,The Disaster Artist,2017,7.4,104.0,"Biography,Comedy,Drama",A24,29.8,"$21,100,000","$8,700,000","$29,800,000"
2912,Hostiles,2017,7.2,134.0,"Adventure,Drama,Western",ENTMP,29.8,"$29,800,000",$0,"$29,800,000"
2913,The Beguiled ,2017,,,,Focus,27.4,"$10,700,000","$16,700,000","$27,400,000"
2914,Home Again,2017,5.8,97.0,"Comedy,Drama,Romance",ORF,27.0,"$27,000,000",$0,"$27,000,000"
2915,Judwaa 2,2017,3.9,145.0,"Action,Comedy",FIP,26.9,"$1,400,000","$25,500,000","$26,900,000"
2916,Chips,2017,6.0,100.0,"Action,Comedy,Crime",WB,26.799999,"$18,600,000","$8,199,999","$26,799,999"
2917,The Bye Bye Man,2017,4.3,96.0,"Drama,Fantasy,Horror",STX,26.7,"$22,400,000","$4,300,000","$26,700,000"
2918,A Cure For Wellness,2017,,,,Fox,26.6,"$8,100,000","$18,500,000","$26,600,000"
2919,The Zookeeper'S Wife,2017,7.0,127.0,"Biography,Drama,History",Focus,26.2,"$17,600,000","$8,600,000","$26,200,000"
2920,Only The Brave,2017,7.7,134.0,"Action,Biography,Drama",Sony,25.7,"$18,300,000","$7,400,000","$25,700,000"
2921,Father Figures,2017,5.5,113.0,"Adventure,Comedy,Drama",WB,25.6,"$17,500,000","$8,100,000","$25,600,000"
2922,Badrinath Ki Dulhania,2017,6.2,139.0,"Comedy,Drama,Romance",FIP,25.2,"$2,000,000","$23,200,000","$25,200,000"
2923,Born In China,2017,,,,BV,25.1,"$13,900,000","$11,200,000","$25,100,000"
2924,The Founder,2017,,,,Wein.,24.1,"$12,800,000","$11,300,000","$24,100,000"
2925,Jolly Llb 2,2017,7.3,137.0,"Comedy,Drama",FIP,23.0,"$1,700,000","$21,300,000","$23,000,000"
2926,The Glass Castle,2017,7.2,127.0,"Biography,Drama",LGF,21.9,"$17,300,000","$4,600,000","$21,900,000"
2927,Sword Art Online: The Movie - Ordinal Scale,2017,7.4,119.0,"Action,Adventure,Animation",Elev.,20.7,"$1,500,000","$19,200,000","$20,700,000"
2928,The Circle ,2017,,,,STX,20.5,"$20,500,000",$0,"$20,500,000"
2929,It Comes At Night,2017,6.2,91.0,"Horror,Mystery",A24,19.3,"$14,000,000","$5,300,000","$19,300,000"
2930,The Lost City Of Z,2017,,,,BST,19.3,"$8,600,000","$10,700,000","$19,300,000"
2931,Unforgettable ,2017,,,,WB,17.8,"$11,400,000","$6,400,000","$17,800,000"
2932,The Case For Christ,2017,6.2,112.0,"Biography,Drama",PFR,17.7,"$14,700,000","$3,000,000","$17,700,000"
2933,Detroit,2017,7.4,143.0,"Crime,Drama,History",Annapurna,16.8,"$16,800,000",$0,"$16,800,000"
2934,Wonder Wheel,2017,6.2,101.0,Drama,Amazon,15.9,"$1,400,000","$14,500,000","$15,900,000"
2935,Gold,2017,5.6,103.0,"Adventure,Drama,History",Wein.,14.9,"$7,200,000","$7,700,000","$14,900,000"
2936,The Space Between Us,2017,6.4,120.0,"Adventure,Drama,Romance",STX,14.8,"$7,900,000","$6,900,000","$14,800,000"
2937,Wish Upon,2017,5.0,90.0,"Drama,Fantasy,Horror",BG,14.3,"$14,300,000",$0,"$14,300,000"
2938,A United Kingdom,2017,,,,FoxS,13.8,"$3,900,000","$9,900,000","$13,800,000"
2939,"Roman J. Israel, Esq.",2017,6.4,122.0,"Crime,Drama,Thriller",Sony,13.1,"$12,000,000","$1,100,000","$13,100,000"
2940,Mubarakan,2017,5.6,156.0,"Comedy,Romance",Sony,12.859,"$759,000","$12,100,000","$12,859,000"
2941,Battle Of The Sexes,2017,6.7,121.0,"Biography,Comedy,Drama",FoxS,12.6,"$12,600,000",$0,"$12,600,000"
2942,The Promise ,2017,,,,ORF,12.399999,"$8,199,999","$4,200,000","$12,399,999"
2943,Before I Fall,2017,6.4,98.0,"Drama,Fantasy,Mystery",ORF,12.2,"$12,200,000",$0,"$12,200,000"
2944,Earth: One Amazing Day,2017,7.8,95.0,"Documentary,Family",BBC,11.6813,"$81,300","$11,600,000","$11,681,300"
2945,Thank You For Your Service ,2017,,,,Uni.,9.5,"$9,500,000",$0,"$9,500,000"
2946,Rock Dog,2017,,,,LG/S,9.4,"$9,400,000",$0,"$9,400,000"
2947,My Cousin Rachel,2017,6.0,106.0,"Drama,Mystery,Romance",FoxS,9.2,"$2,700,000","$6,500,000","$9,200,000"
2948,Truman,2017,,,,FR,9.011,"$211,000","$8,800,000","$9,011,000"
2949,Stronger,2017,7.0,119.0,"Biography,Drama",RAtt.,8.4,"$4,200,000","$4,200,000","$8,400,000"
2950,Stronger,2017,6.8,125.0,Drama,RAtt.,8.4,"$4,200,000","$4,200,000","$8,400,000"
2951,Tulip Fever,2017,6.2,105.0,"Drama,History,Romance",Wein.,8.4,"$2,500,000","$5,900,000","$8,400,000"
2952,Viceroy'S House,2017,6.7,106.0,"Biography,Drama,History",IFC,7.8,"$1,100,000","$6,700,000","$7,800,000"
2953,Amityville: The Awakening,2017,4.9,85.0,"Horror,Thriller",W/Dim.,7.7007,$700,"$7,700,000","$7,700,700"
2954,Just Getting Started,2017,4.4,91.0,"Action,Comedy",BG,7.7,"$6,100,000","$1,600,000","$7,700,000"
2955,Beatriz At Dinner,2017,6.1,82.0,"Comedy,Drama",RAtt.,7.41,"$7,100,000","$310,000","$7,410,000"
2956,I Am Not Your Negro,2017,,,,Magn.,7.1,"$7,100,000",$0,"$7,100,000"
2957,The Red Turtle,2017,,,,SPC,6.622,"$922,000","$5,700,000","$6,622,000"
2958,From The Land Of The Moon,2017,,,,IFC,6.5477,"$47,700","$6,500,000","$6,547,700"
2959,Maudie,2017,,,,SPC,6.2,"$6,200,000",$0,"$6,200,000"
2960,All Saints,2017,6.0,108.0,Drama,Affirm,5.94,"$5,800,000","$140,000","$5,940,000"
2961,The Florida Project,2017,7.6,111.0,Drama,A24,5.9,"$5,900,000",$0,"$5,900,000"
2962,Suburbicon,2017,5.6,105.0,"Comedy,Crime,Drama",Par.,5.8,"$5,800,000",$0,"$5,800,000"
2963,The Man Who Invented Christmas,2017,7.0,104.0,"Biography,Comedy,Drama",BST,5.7,"$5,700,000",$0,"$5,700,000"
2964,Paris Can Wait,2017,,,,SPC,5.6,"$5,600,000",$0,"$5,600,000"
2965,Phillauri,2017,6.1,138.0,"Comedy,Drama,Fantasy",FIP,5.468,"$468,000","$5,000,000","$5,468,000"
2966,Ok Jaanu,2017,5.2,135.0,"Drama,Romance",FIP,5.356,"$356,000","$5,000,000","$5,356,000"
2967,An Inconvenient Sequel: Truth To Power,2017,6.3,98.0,Documentary,Par.,5.4,"$3,500,000","$1,900,000","$5,400,000"
2968,Table 19,2017,5.8,87.0,"Comedy,Drama,Romance",FoxS,5.0,"$3,600,000","$1,400,000","$5,000,000"
2969,Collide,2017,,,,ORF,4.8,"$2,300,000","$2,500,000","$4,800,000"
2970,The Wall,2017,6.2,88.0,"Action,Drama,Thriller",RAtt.,4.5,"$1,800,000","$2,700,000","$4,500,000"
2971,The Wall,2017,,5.0,Documentary,RAtt.,4.5,"$1,800,000","$2,700,000","$4,500,000"
2972,The Wall,2017,,,Documentary,RAtt.,4.5,"$1,800,000","$2,700,000","$4,500,000"
2973,Mark Felt: The Man Who Brought Down The White House,2017,6.4,103.0,"Biography,Drama,History",SPC,4.369,"$769,000","$3,600,000","$4,369,000"
2974,Terminator 2: Judgment Day 3D,2017,,,,Distrib.,3.9,"$1,000,000","$2,900,000","$3,900,000"
2975,Brad'S Status,2017,6.5,102.0,"Comedy,Drama,Music",Annapurna,3.8,"$2,100,000","$1,700,000","$3,800,000"
2976,Friend Request,2017,,,,ENTMP,3.8,"$3,800,000",$0,"$3,800,000"
2977,Their Finest,2017,,,,STX,3.6,"$3,600,000",$0,"$3,600,000"
2978,Wonderstruck,2017,6.2,116.0,"Drama,Mystery",RAtt.,3.3,"$1,100,000","$2,200,000","$3,300,000"
2979,The Leisure Seeker,2017,6.7,112.0,"Adventure,Comedy,Drama",SPC,3.2,"$3,200,000",$0,"$3,200,000"
2980,Raw ,2017,,,,FCW,3.115,"$515,000","$2,600,000","$3,115,000"
2981,Colossal,2017,,,,Neon,3.0,"$3,000,000",$0,"$3,000,000"
2982,A Gentleman,2017,6.3,145.0,"Action,Comedy",FIP,2.91,"$410,000","$2,500,000","$2,910,000"
2983,Inhumans,2017,,,,Imax,2.8,"$1,500,000","$1,300,000","$2,800,000"
2984,Kedi,2017,,,,Osci.,2.8,"$2,800,000",$0,"$2,800,000"
2985,The Only Living Boy In New York,2017,6.3,89.0,Drama,RAtt.,2.524,"$624,000","$1,900,000","$2,524,000"
2986,Hazlo Como Hombre ,2017,,,,PNT,2.5,"$2,500,000",$0,"$2,500,000"
2987,Poster Boys,2017,5.6,128.0,Comedy,Sony,2.497,"$97,000","$2,400,000","$2,497,000"
2988,The Salesman,2017,,,,Cohen,2.4,"$2,400,000",$0,"$2,400,000"
2989,Pokemon The Movie: I Choose You!,2017,,,,Fathom,2.4,"$2,400,000",$0,"$2,400,000"
2990,Jeepers Creepers 3,2017,,,,Scre.,2.3,"$2,300,000",$0,"$2,300,000"
2991,Un Padre No Tan Padre,2017,,,,PNT,2.2,"$2,200,000",$0,"$2,200,000"
2992,Good Time,2017,7.3,101.0,"Crime,Drama,Thriller",A24,2.0,"$2,000,000",$0,"$2,000,000"
2993,Everybody Loves Somebody,2017,6.5,102.0,"Comedy,Romance",PNT,1.9,"$1,900,000",$0,"$1,900,000"
2994,Along With The Gods: The Two Worlds,2017,7.3,139.0,"Action,Drama,Fantasy",WGUSA,1.9,"$1,900,000",$0,"$1,900,000"
2995,Youth ,2017,,,,CL,1.9,"$1,900,000",$0,"$1,900,000"
2996,Last Flag Flying,2017,6.9,125.0,"Comedy,Drama,War",LGF,1.869,"$965,000","$904,000","$1,869,000"
2997,A Quiet Passion,2017,,,,MBox,1.9,"$1,900,000",$0,"$1,900,000"
2998,Free Fire,2017,,,,A24,1.8,"$1,800,000",$0,"$1,800,000"
2999,The Last Word,2017,6.6,108.0,"Comedy,Drama",BST,1.8,"$1,800,000",$0,"$1,800,000"
3000,Human Flow,2017,6.9,140.0,Documentary,Magn.,1.828,"$528,000","$1,300,000","$1,828,000"
3001,Jane ,2017,,,,Abr.,1.7,"$1,700,000",$0,"$1,700,000"
3002,A Ghost Story,2017,6.8,92.0,"Drama,Fantasy,Romance",A24,1.6,"$1,600,000",$0,"$1,600,000"
3003,The Square,2017,7.2,151.0,"Comedy,Drama",Magn.,1.5,"$1,500,000",$0,"$1,500,000"
3004,Patti Cake$,2017,6.7,109.0,"Drama,Music",FoxS,1.482,"$800,000","$682,000","$1,482,000"
3005,The Wedding Plan,2017,,,,RAtt.,1.4,"$1,400,000",$0,"$1,400,000"
3006,Personal Shopper,2017,,,,IFC,1.3,"$1,300,000",$0,"$1,300,000"
3007,Churchill,2017,6.3,105.0,"Biography,Drama,History",Cohen,1.3,"$1,300,000",$0,"$1,300,000"
3008,The Sense Of An Ending,2017,6.3,108.0,"Drama,Mystery",CBS,1.3,"$1,300,000",$0,"$1,300,000"
3009,3 Idiotas,2017,4.2,106.0,"Comedy,Family",PNT,1.2,"$1,200,000",$0,"$1,200,000"
3010,6 Below: Miracle On The Mountain,2017,5.7,98.0,"Adventure,Biography,Drama",MOM,1.1148,"$14,800","$1,100,000","$1,114,800"
3011,Lady Macbeth,2017,,,,RAtt.,1.1,"$1,100,000",$0,"$1,100,000"
3012,Film Stars Don'T Die In Liverpool,2017,6.7,105.0,"Biography,Drama,Romance",SPC,1.0,"$1,000,000",$0,"$1,000,000"
3013,Yu-Gi-Oh! The Dark Side Of Dimensions,2017,,,,SV,1.0,"$1,000,000",$0,"$1,000,000"
3014,Lucky ,2017,,,,Magn.,0.956,"$956,000",$0,"$956,000"
3015,Faces Places,2017,7.9,94.0,Documentary,Cohen,0.954,"$954,000",$0,"$954,000"
3016,Tubelight,2017,4.1,136.0,"Drama,War",Yash,0.93,"$930,000",$0,"$930,000"
3017,Frantz,2017,,,,MBox,0.881,"$881,000",$0,"$881,000"
3018,Bombshell: The Hedy Lamarr Story,2017,7.4,88.0,"Biography,Documentary,History",Zeit.,0.82,"$820,000",$0,"$820,000"
3019,Walk With Me,2017,6.2,94.0,Documentary,Gathr,0.727,"$727,000",$0,"$727,000"
3020,Buena Vista Social Club: Adios,2017,6.9,110.0,Documentary,BG,0.701,"$123,000","$578,000","$701,000"
3021,Titanic ,2017,,,,Par.,0.692,"$692,000",$0,"$692,000"
3022,Lost In Paris,2017,,,,Osci.,0.692,"$692,000",$0,"$692,000"
3023,Shubh Mangal Saavdhan,2017,6.9,119.0,"Comedy,Romance",Eros,0.69,"$690,000",$0,"$690,000"
3024,The Midwife,2017,6.7,117.0,Drama,MBox,0.604,"$604,000",$0,"$604,000"
3025,3 Generations,2017,,,,Wein.,0.531,"$156,000","$375,000","$531,000"
3026,Fairy Tail: Dragon Cry,2017,,,,FUN,0.519,"$519,000",$0,"$519,000"
3027,Our President,2017,5.3,119.0,Documentary,CJ,0.507,"$507,000",$0,"$507,000"
3028,Letters From Baghdad,2017,,,,Vita.,0.503,"$360,000","$143,000","$503,000"
3029,Breathe ,2017,,,,BST,0.49,"$490,000",$0,"$490,000"
3030,Song To Song,2017,5.7,129.0,"Drama,Music,Romance",BG,0.444,"$444,000",$0,"$444,000"
3031,Tom Of Finland,2017,6.8,117.0,"Biography,Drama",KL,0.378,"$378,000",$0,"$378,000"
3032,God'S Own Country,2017,7.7,104.0,"Drama,Romance",Orion,0.336,"$336,000",$0,"$336,000"
3033,The Breadwinner,2017,7.7,94.0,"Animation,Drama,Family",GK,0.312,"$312,000",$0,"$312,000"
3034,A Silent Voice,2017,,,,Elev.,0.31,"$310,000",$0,"$310,000"
3035,My Life As A Zucchini,2017,,,,GK,0.31,"$310,000",$0,"$310,000"
3036,Happy End,2017,6.7,107.0,Drama,SPC,0.302,"$302,000",$0,"$302,000"
3037,After The Storm,2017,,120.0,Music,FM,0.272,"$272,000",$0,"$272,000"
3038,Wakefield,2017,,,,IFC,0.263,"$263,000",$0,"$263,000"
3039,"I, Daniel Blake",2017,,,,IFC,0.26,"$260,000",$0,"$260,000"
3040,Cezanne Et Moi,2017,,,,Magn.,0.258,"$258,000",$0,"$258,000"
3041,The Fortress,2017,6.8,140.0,"Action,Drama,History",CJ,0.253,"$253,000",$0,"$253,000"
3042,Black Butler: Book Of The Atlantic,2017,7.7,101.0,Animation,FUN,0.248,"$248,000",$0,"$248,000"
3043,The Swindlers,2017,6.4,117.0,"Action,Crime",WGUSA,0.242,"$242,000",$0,"$242,000"
3044,City Of Ghosts,2017,7.4,92.0,"Documentary,War",IFC,0.228,"$128,000","$100,000","$228,000"
3045,The Prison,2017,6.6,125.0,"Action,Crime",WGUSA,0.207,"$207,000",$0,"$207,000"
3046,The Other Side Of Hope,2017,7.2,100.0,"Comedy,Drama",Jan.,0.184,"$184,000",$0,"$184,000"
3047,Marjorie Prime,2017,6.3,99.0,"Drama,Mystery,Romance",FR,0.181,"$181,000",$0,"$181,000"
3048,Graduation,2017,,,,IFC,0.176,"$176,000",$0,"$176,000"
3049,Mr. Gaga: A True Story Of Love And Dance,2017,,,,Abr.,0.174,"$174,000",$0,"$174,000"
3050,In This Corner Of The World,2017,,,,FUN,0.172,"$172,000",$0,"$172,000"
3051,David Lynch: The Art Life,2017,,,,Jan.,0.171,"$171,000",$0,"$171,000"
3052,13 Minutes,2017,,,,SPC,0.162,"$162,000",$0,"$162,000"
3053,The Journey,2017,6.3,82.0,"Drama,Thriller",IFC,0.155,"$155,000",$0,"$155,000"
3054,The Journey,2017,,,Documentary,IFC,0.155,"$155,000",$0,"$155,000"
3055,The Void,2017,,110.0,Drama,Scre.,0.151,"$151,000",$0,"$151,000"
3056,Blade Of The Immortal,2017,6.8,140.0,"Action,Drama,Fantasy",Magn.,0.151,"$151,000",$0,"$151,000"
3057,Thelma,2017,7.0,116.0,"Drama,Fantasy,Horror",Orch.,0.147,"$147,000",$0,"$147,000"
3058,Bpm ,2017,,,,Orch.,0.125,"$125,000",$0,"$125,000"
3059,Explosion,2017,5.8,106.0,"Action,Thriller",CL,0.123,"$123,000",$0,"$123,000"
3060,The King'S Choice,2017,,,,Gold.,0.113,"$113,000",$0,"$113,000"
3061,Slack Bay,2017,,,,KL,0.113,"$113,000",$0,"$113,000"
3062,Like Crazy ,2017,,,,Strand,0.107,"$107,000",$0,"$107,000"
3063,Fabricated City,2017,6.9,126.0,"Action,Crime",CJ,0.105,"$105,000",$0,"$105,000"
3064,The Lure,2017,,,,Jan.,0.102,"$102,000",$0,"$102,000"
3065,Score: A Film Music Documentary,2017,,,,Grav.,0.101,"$101,000",$0,"$101,000"
3066,Munna Michael,2017,3.4,140.0,"Action,Drama,Music",Eros,0.0996,"$99,600",$0,"$99,600"
3067,The Mayor,2017,,,,WGUSA,0.0968,"$96,800",$0,"$96,800"
3068,The Fencer,2017,,,,CFI,0.096,"$96,000",$0,"$96,000"
3069,Memoir Of A Murderer,2017,7.0,118.0,"Action,Crime,Thriller",WGUSA,0.0913,"$91,300",$0,"$91,300"
3070,The King'S Case Note,2017,6.5,114.0,"Comedy,Mystery",CJ,0.091,"$91,000",$0,"$91,000"
3071,Warriors Of The Dawn,2017,5.4,130.0,"Adventure,Drama,History",FIP,0.0845,"$84,500",$0,"$84,500"
3072,The Nile Hilton Incident,2017,6.8,111.0,"Crime,Drama,Thriller",Strand,0.0811,"$81,100",$0,"$81,100"
3073,Pop Aye,2017,6.6,104.0,Drama,KL,0.078,"$78,000",$0,"$78,000"
3074,I Can Speak,2017,7.4,119.0,"Comedy,Drama",CJ,0.0632,"$63,200",$0,"$63,200"
3075,Tomorrow,2017,,,,UTMW,0.0625,"$62,500",$0,"$62,500"
3076,Worlds Apart,2017,,,,CLS,0.0603,"$60,300",$0,"$60,300"
3077,Extraordinary Mission,2017,6.2,117.0,"Action,Crime",Crimson,0.0542,"$54,200",$0,"$54,200"
3078,The Ornithologist,2017,,,,Strand,0.0505,"$50,500",$0,"$50,500"
3079,Napping Princess,2017,,,,GK,0.0482,"$48,200",$0,"$48,200"
3080,Twenty Two,2017,,,,CL,0.0468,"$46,800",$0,"$46,800"
3081,Bluebeard,2017,6.4,117.0,Thriller,WGUSA,0.0431,"$43,100",$0,"$43,100"
3082,One Week And A Day,2017,,,,Osci.,0.0416,"$41,600",$0,"$41,600"
3083,The Commune,2017,,,,Magn.,0.0387,"$38,700",$0,"$38,700"
3084,A Woman'S Life,2017,,,,KL,0.0376,"$37,600",$0,"$37,600"
3085,Afterimage,2017,,,,FM,0.0334,"$33,400",$0,"$33,400"
3086,Alone In Berlin,2017,,,,IFC,0.0331,"$33,100",$0,"$33,100"
3087,The Villainess,2017,6.7,129.0,"Action,Drama",WGUSA,0.0277,"$27,700",$0,"$27,700"
3088,The Daughter,2017,,,,KL,0.0264,"$26,400",$0,"$26,400"
3089,Moscow Never Sleeps,2017,5.6,100.0,Drama,CAVU,0.0253,"$25,300",$0,"$25,300"
3090,My Scientology Movie,2017,,,,Magn.,0.0229,"$22,900",$0,"$22,900"
3091,Una,2017,,,,EF,0.0228,"$22,800",$0,"$22,800"
3092,Bending The Arc,2017,8.1,102.0,Documentary,Abr.,0.0219,"$21,900",$0,"$21,900"
3093,The Girl Without Hands,2017,,,,GK,0.0218,"$21,800",$0,"$21,800"
3094,Whisky Galore,2017,,,,Arrow,0.021,"$21,000",$0,"$21,000"
3095,Rv: Resurrected Victims,2017,5.7,91.0,"Action,Mystery,Thriller",WGUSA,0.0204,"$20,400",$0,"$20,400"
3096,Better Watch Out,2017,,,,WGUSA,0.0204,"$20,400",$0,"$20,400"
3097,Absolutely Anything,2017,,,,ADC,0.0202,"$20,200",$0,"$20,200"
3098,Glory ,2017,,,,FM,0.0184,"$18,400",$0,"$18,400"
3099,Porto,2017,,,,KL,0.0151,"$15,100",$0,"$15,100"
3100,Brotherhood Of Blades 2: The Infernal Battlefield,2017,,,,WGUSA,0.0142,"$14,200",$0,"$14,200"
3101,Abracadabra,2017,6.0,96.0,"Comedy,Drama,Fantasy",Sony,0.014,"$14,000",$0,"$14,000"
3102,Blind,2017,5.7,98.0,"Drama,Romance",VE,0.0125,"$12,500",$0,"$12,500"
3103,Felicite,2017,,,,Strand,0.0124,"$12,400",$0,"$12,400"
3104,Dead Awake ,2017,,,,FR,0.0115,"$11,500",$0,"$11,500"
3105,The Country Doctor,2017,,,,Distrib.,0.0085,"$8,500",$0,"$8,500"
3106,Overdrive,2017,5.4,93.0,"Action,Thriller",VE,0.0078,"$7,800",$0,"$7,800"
3107,Suntan,2017,,,,Strand,0.0066,"$6,600",$0,"$6,600"
3108,Trespass Against Us,2017,,,,A24,0.0057,"$5,700",$0,"$5,700"
3109,The Ardennes,2017,,,,FM,0.0056,"$5,600",$0,"$5,600"
3110,Oro,2017,,,,Sony,0.0055,"$5,500",$0,"$5,500"
3111,Singularity,2017,3.9,92.0,"Action,Adventure,Drama",VE,0.0042,"$4,200",$0,"$4,200"
3112,Emily ,2017,,,,Hiber,0.0036,"$3,600",$0,"$3,600"
3113,Max & Leon,2017,,,,Distrib.,0.0005,$500,$0,$500
3114,2:22,2017,5.8,98.0,Thriller,Magn.,0.0004,$400,$0,$400
3115,Avengers: Infinity War,2018,8.5,149.0,"Action,Adventure,Sci-Fi",BV,678.8013695,"$678,800,000","$1,369","$678,801,369"
3116,Black Panther,2018,7.3,134.0,"Action,Adventure,Sci-Fi",BV,1347.0,"$700,100,000","$646,900,000","$1,347,000,000"
3117,Jurassic World: Fallen Kingdom,2018,6.2,128.0,"Action,Adventure,Sci-Fi",Uni.,1309.5,"$417,700,000","$891,800,000","$1,309,500,000"
3118,Incredibles 2,2018,7.7,118.0,"Action,Adventure,Animation",BV,1242.8,"$608,600,000","$634,200,000","$1,242,800,000"
3119,Aquaman,2018,7.1,143.0,"Action,Adventure,Fantasy",WB,1147.8,"$335,100,000","$812,700,000","$1,147,800,000"
3120,Bohemian Rhapsody,2018,8.0,134.0,"Biography,Drama,Music",Fox,903.6,"$216,400,000","$687,200,000","$903,600,000"
3121,Venom ,2018,,,,Sony,855.0,"$213,500,000","$641,500,000","$855,000,000"
3122,Mission: Impossible - Fallout,2018,7.8,147.0,"Action,Adventure,Thriller",Par.,791.2,"$220,200,000","$571,000,000","$791,200,000"
3123,Deadpool 2,2018,7.8,119.0,"Action,Adventure,Comedy",Fox,779.0,"$318,500,000","$460,500,000","$779,000,000"
3124,Fantastic Beasts: The Crimes Of Grindelwald,2018,6.6,134.0,"Adventure,Family,Fantasy",WB,653.7,"$159,600,000","$494,100,000","$653,700,000"
3125,Ant-Man And The Wasp,2018,7.1,118.0,"Action,Adventure,Comedy",BV,622.6,"$216,600,000","$406,000,000","$622,600,000"
3126,Ready Player One,2018,7.5,140.0,"Action,Adventure,Sci-Fi",WB,582.9,"$137,700,000","$445,200,000","$582,900,000"
3127,Operation Red Sea,2018,6.7,142.0,"Action,Drama,Thriller",WGUSA,579.2,"$1,500,000","$577,700,000","$579,200,000"
3128,Detective Chinatown 2,2018,6.1,121.0,"Action,Comedy,Mystery",WB,544.1,"$2,000,000","$542,100,000","$544,100,000"
3129,The Meg,2018,5.7,113.0,"Action,Horror,Sci-Fi",WB,530.2,"$145,400,000","$384,800,000","$530,200,000"
3130,Ralph Breaks The Internet,2018,7.1,112.0,"Adventure,Animation,Comedy",BV,529.2,"$201,100,000","$328,100,000","$529,200,000"
3131,Hotel Transylvania 3: Summer Vacation,2018,6.3,97.0,"Adventure,Animation,Comedy",Sony,528.6,"$167,500,000","$361,100,000","$528,600,000"
3132,Dr. Seuss' The Grinch ,2018,,,,Uni.,511.6,"$270,600,000","$241,000,000","$511,600,000"
3133,Bumblebee,2018,6.9,114.0,"Action,Adventure,Sci-Fi",Par.,468.0,"$127,200,000","$340,800,000","$468,000,000"
3134,A Star Is Born ,2018,,,,WB,434.2,"$215,300,000","$218,900,000","$434,200,000"
3135,Rampage ,2018,,,,WB (NL),428.0,"$101,000,000","$327,000,000","$428,000,000"
3136,Mamma Mia! Here We Go Again,2018,6.7,114.0,"Comedy,Musical,Romance",Uni.,395.0,"$120,600,000","$274,400,000","$395,000,000"
3137,Solo: A Star Wars Story,2018,7.0,135.0,"Action,Adventure,Fantasy",BV,393.0,"$213,800,000","$179,200,000","$393,000,000"
3138,Spider-Man: Into The Spider-Verse,2018,8.5,117.0,"Action,Adventure,Animation",Sony,375.5,"$190,200,000","$185,300,000","$375,500,000"
3139,Fifty Shades Freed,2018,4.5,105.0,"Drama,Romance,Thriller",Uni.,371.9,"$100,400,000","$271,500,000","$371,900,000"
3140,The Nun,2018,5.4,96.0,"Horror,Mystery,Thriller",WB (NL),365.6,"$117,500,000","$248,100,000","$365,600,000"
3141,Monster Hunt 2,2018,5.3,110.0,"Adventure,Comedy,Sci-Fi",LGF,361.706,"$706,000","$361,000,000","$361,706,000"
3142,Peter Rabbit,2018,6.6,95.0,"Adventure,Animation,Comedy",Sony,351.3,"$115,300,000","$236,000,000","$351,300,000"
3143,Mary Poppins Returns,2018,6.9,130.0,"Comedy,Family,Fantasy",BV,349.6,"$172,000,000","$177,600,000","$349,600,000"
3144,A Quiet Place,2018,7.6,90.0,"Drama,Horror,Sci-Fi",Par.,340.9,"$188,000,000","$152,900,000","$340,900,000"
3145,Green Book,2018,8.3,130.0,"Biography,Comedy,Drama",Uni.,319.8,"$85,100,000","$234,700,000","$319,800,000"
3146,Skyscraper,2018,5.8,102.0,"Action,Adventure,Thriller",Uni.,304.8,"$68,400,000","$236,400,000","$304,800,000"
3147,Ocean'S 8,2018,,,,WB,297.7,"$140,200,000","$157,500,000","$297,700,000"
3148,Pacific Rim Uprising,2018,,,,Uni.,291.0,"$59,900,000","$231,100,000","$291,000,000"
3149,Maze Runner: The Death Cure,2018,,,,Fox,288.2,"$58,000,000","$230,200,000","$288,200,000"
3150,Tomb Raider,2018,6.3,119.0,"Action,Adventure,Fantasy",WB,274.7,"$58,300,000","$216,400,000","$274,700,000"
3151,Halloween ,2018,,,,Uni.,255.4,"$159,300,000","$96,100,000","$255,400,000"
3152,Crazy Rich Asians,2018,7.0,120.0,"Comedy,Romance",WB,238.5,"$174,500,000","$64,000,000","$238,500,000"
3153,Paddington 2,2018,,,,WB,227.3,"$40,900,000","$186,400,000","$227,300,000"
3154,Smallfoot,2018,6.7,96.0,"Adventure,Animation,Comedy",WB,214.1,"$83,200,000","$130,900,000","$214,100,000"
